n,Mn
5.830000000000000000e+02,4.622838891187738000e+02
5.840000000000000000e+02,4.622839351047162495e+02
5.850000000000000000e+02,4.622839351047197738e+02
5.860000000000000000e+02,4.622839439150005774e+02
5.870000000000000000e+02,4.622839498160539051e+02
5.880000000000000000e+02,4.622839520203763755e+02
5.890000000000000000e+02,4.622839526580710299e+02
5.900000000000000000e+02,4.622839527308126435e+02
5.910000000000000000e+02,4.622839527308132688e+02
5.920000000000000000e+02,4.622839554957188284e+02
5.930000000000000000e+02,4.622839565640123851e+02
5.940000000000000000e+02,4.622839565649264841e+02
5.950000000000000000e+02,4.622839589735855839e+02
5.960000000000000000e+02,4.622839692173853905e+02
5.970000000000000000e+02,4.622839692237768077e+02
5.980000000000000000e+02,4.622839719993995118e+02
5.990000000000000000e+02,4.622839747915467115e+02
6.000000000000000000e+02,4.622839747915682551e+02
6.010000000000000000e+02,4.622843066551297966e+02
