n,Mn
5.830000000000000000e+02,1.409599541298510950e+01
5.840000000000000000e+02,1.409624412179288555e+01
5.850000000000000000e+02,1.409640569455089043e+01
5.860000000000000000e+02,1.409647568069152612e+01
5.870000000000000000e+02,1.409648942855372589e+01
5.880000000000000000e+02,1.409650952926946132e+01
5.890000000000000000e+02,1.409683745163224167e+01
5.900000000000000000e+02,1.409695984932264778e+01
5.910000000000000000e+02,1.409724733085068493e+01
5.920000000000000000e+02,1.409736095221769503e+01
5.930000000000000000e+02,1.409746905538782258e+01
5.940000000000000000e+02,1.409757697209371763e+01
5.950000000000000000e+02,1.409777894063678083e+01
5.960000000000000000e+02,1.409794502417805617e+01
5.970000000000000000e+02,1.409812381472120713e+01
5.980000000000000000e+02,1.409851105582983877e+01
5.990000000000000000e+02,1.409858711404836029e+01
6.000000000000000000e+02,1.409871155691923938e+01
6.010000000000000000e+02,1.409877108574217530e+01
